Id,date,org,tld,ccs,bcced,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,label
11292,"Sat, 04 Jul 2015 10:44:07 +0000",twitter,com,0,0,multipart/alternative,26,176,0,0,96,100406,1
11293,"Mon, 27 Jun 2016 09:45:18 +0530",iiitd,ac.in,0,0,multipart/alternative,2,2,1,0,35,8235,0
11294,"Wed, 21 Oct 2015 12:33:31 +0530",iiitd,ac.in,2,0,multipart/alternative,0,2,1,0,33,11718,0
11295,"Wed, 14 Feb 2018 10:47:32 +0000",twitter,com,0,0,multipart/alternative,12,62,0,0,58,35090,1
11296,"Sat, 27 Feb 2016 11:04:26 -0000",crm,sdconnect.in,0,0,multipart/alternative,58,163,0,0,95,34421,1
11297,"Wed, 27 Apr 2016 01:02:47 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,10,45,0,0,97,46851,1
11298,"Mon, 11 Dec 2017 13:16:41 +0000 (UTC)",udacity,com,0,0,multipart/alternative,15,40,0,0,68,54685,1
11299,"Sun, 20 Jul 2014 17:21:33 +0000 (UTC)",quora,com,0,0,multipart/alternative,10,120,1,0,56,83640,1
11300,"Thu, 2 Aug 2018 09:36:50 +0200 (CEST)",entertainment,bookmyshow.com,0,0,text/html,28,70,0,0,31,53138,1
11301,"Tue, 15 Nov 2016 16:45:29 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,30,4087,0
11302,"Tue, 10 Oct 2017 12:02:58 +0530",iiitd,ac.in,2,0,multipart/alternative,0,8,1,0,29,3628,0
11303,"Sun, 04 Jan 2015 03:46:49 +0000 (UTC)",quora,com,0,0,multipart/alternative,0,96,1,1,99,78359,1
11304,"Fri, 3 Nov 2017 12:22:30 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,91,908,0
11305,"Mon, 21 Jul 2014 17:41:31 +0000",twitter,com,0,0,multipart/alternative,44,288,0,0,80,103262,1
11306,"Wed, 3 Aug 2016 23:18:30 +0530",iiitd,ac.in,8,0,multipart/alternative,0,0,1,0,57,2994,0
11307,"Mon, 28 May 2018 09:58:33 +0530",rs-components,co.in,0,0,multipart/alternative,6,50,0,0,40,18646,1
11308,"Fri, 5 May 2017 16:10:05 +0000",topcoder,com,0,0,multipart/alternative,6,37,1,0,87,58893,1
11309,"Thu, 12 Jun 2014 04:34:19 +0000",twitter,com,0,0,multipart/alternative,11,37,0,0,44,26743,1
11310,"Mon, 22 Jan 2018 16:50:14 +0000",iheartdogs-email,com,0,0,multipart/alternative,8,45,0,1,120,52046,1
11311,"Tue,  6 Sep 2016 23:21:02 +0530 (IST)",sampark,gov.in,0,0,text/html,36,76,0,0,85,24290,1
11312,"Wed, 30 Nov 2016 12:10:04 +0530",iiitd,ac.in,5,0,multipart/alternative,0,0,1,0,48,3654,0
11313,"Thu, 13 Dec 2018 11:27:16 +0100 (CET)",centralesupelec,fr,0,0,text/plain,0,0,1,0,64,834,0
11314,"Wed, 12 Aug 2015 16:59:51 +0530",iiitd,ac.in,0,0,multipart/alternative,2,4,1,0,54,6692,0
11315,"Sun, 15 Oct 2017 13:12:20 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,40,4,1
11316,"Wed, 1 Feb 2017 01:20:23 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,7,69,0,0,103,55452,1
11317,"Thu, 3 Nov 2016 18:40:33 +0530",iiitd,ac.in,0,0,multipart/alternative,0,35,1,0,37,16936,0
11318,"Wed, 3 May 2017 17:02:46 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,16,66,0,0,72,65286,1
11319,"Mon, 23 Mar 2015 09:00:22 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,24,65,1,1,66,91093,1
11320,"Fri, 3 Mar 2017 23:02:24 -0500 (EST)",khanacademy,org,0,0,multipart/alternative,2,18,0,0,27,11949,1
11321,"Thu, 12 May 2016 11:32:53 -0700",mentor,com,0,0,multipart/alternative,2,16,0,0,38,4480,1
11322,"Thu, 30 Nov 2017 10:56:41 +0100",reply,ebay.in,0,0,multipart/alternative,38,137,1,0,51,89264,1
11323,"Wed, 9 Dec 2015 14:26:29 +0530",iiitd,ac.in,2,0,multipart/alternative,0,4,1,0,38,7855,0
11324,"Wed, 14 Jun 2017 10:04:16 -0700",mentor,com,0,0,multipart/alternative,4,16,0,0,53,6518,1
11325,"Mon, 29 May 2017 10:42:32 +0000",paytmemail,com,0,0,Multipart/Mixed,0,0,0,0,68,4,1
11326,"Mon, 18 Jul 2016 09:37:30 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,3,24,0,0,45,19567,1
11327,"Wed, 04 May 2016 17:49:49 +0000",datacamp,com,0,0,multipart/alternative,18,50,0,1,45,36423,1
11328,"Tue, 10 Jul 2018 17:17:36 +0000",m,mail.coursera.org,0,0,multipart/alternative,26,124,0,0,22,82400,1
11329,"Sat, 14 Jan 2017 08:59:29 +0530",iiitd,ac.in,4,0,multipart/alternative,0,1,1,0,29,4692,0
11330,"Fri, 18 Aug 2017 14:50:59 +0530",iiitd,ac.in,0,0,multipart/alternative,0,9,1,1,40,17586,0
11331,"Mon, 20 Mar 2017 08:51:09 +0000",udacity,com,0,0,multipart/alternative,12,69,1,1,90,78636,1
11332,"Tue, 13 Sep 2016 11:36:55 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,26,0,0,45,20240,1
11333,"Fri, 24 Mar 2017 20:48:34 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,40,731,0
11334,"Thu, 2 Mar 2017 11:28:44 +0530",iiitd,ac.in,1,0,multipart/alternative,0,9,1,0,44,12754,0
11335,"Sat, 3 Feb 2018 00:26:20 +0000",amazon,in,0,0,multipart/alternative,10,138,0,0,53,67108,1
11336,"Wed, 4 May 2016 18:09:18 +0530",iiitd,ac.in,3,0,multipart/alternative,2,6,1,1,54,10461,0
11337,"Tue, 6 Dec 2016 12:34:54 +0530",iiitd,ac.in,2,0,multipart/alternative,0,1,1,0,13,2518,0
11338,"Fri, 30 Oct 2015 19:58:26 +0530",iiitd,ac.in,4,0,multipart/alternative,0,2,1,0,52,5134,0
11339,"Wed, 20 Sep 2017 15:42:47 +0000",symless,com,0,0,multipart/alternative,17,47,1,0,86,55322,1
11340,"Tue, 27 Nov 2018 16:07:25 +0530",statebankrewardz,com,0,0,text/html,23,47,0,0,77,21747,1
11341,"Mon, 12 Sep 2016 13:56:50 +0530",iiitd,ac.in,0,0,multipart/related,0,0,0,0,76,636796,0
11342,"Fri, 08 Jul 2016 02:39:47 -0700 (PDT)",quora,com,0,0,multipart/alternative,12,105,0,1,132,84650,1
11343,"Thu, 28 Apr 2016 15:32:10 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,1,30,123589,0
11344,"Fri, 06 Jul 2018 11:09:06 -0700",github,com,1,0,multipart/alternative,3,37,0,0,38,7111,0
11345,"Wed, 16 Nov 2016 18:05:00 +0530",iiitd,ac.in,0,0,text/plain,0,2,1,0,21,1380,0
11346,"Fri, 23 Feb 2018 13:36:40 +0100",reply,ebay.in,0,0,multipart/alternative,35,133,0,0,57,89677,1
11347,"Fri, 31 May 2019 14:46:08 +0000",xprize,org,0,0,multipart/alternative,1,19,0,0,90,34734,1
11348,"Tue, 25 Aug 2015 21:48:33 +0530",iiitd,ac.in,0,0,multipart/alternative,1,6,0,0,40,3558,0
11349,"Tue, 15 Mar 2016 16:00:46 +0530",iiitd,ac.in,4,0,multipart/alternative,0,0,1,1,58,3515,0
11350,"Sun, 08 Jun 2014 23:58:05 +0000",twitter,com,0,0,multipart/alternative,35,277,0,0,81,96071,1
11351,"Fri, 04 Sep 2015 10:28:10 +0000",usebackpack,com,0,0,multipart/alternative,4,19,1,0,37,27099,1
11352,"Mon, 18 Apr 2016 10:25:01 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,22,1495,0
11353,"Wed, 11 May 2016 15:19:24 +0530",iiitd,ac.in,10,0,multipart/alternative,0,3,1,0,46,2697,0
11354,"Thu, 14 Jan 2016 20:41:11 +0530",iiitd,ac.in,3,0,multipart/alternative,1,17,1,1,32,9822,0
11355,"Mon, 15 Oct 2018 20:30:51 +0000",centralesupelec,fr,0,0,text/html,0,3,0,0,56,16862,0
11356,"Mon, 10 Jul 2017 09:06:22 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,11,28,0,0,50,25641,1
11357,"Sat, 2 Dec 2017 21:58:50 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,70,2723791,0
11358,"Mon, 23 Jan 2017 20:14:19 +0530 (IST)",sampark,gov.in,0,0,text/html,10,21,0,0,93,5792,1
11359,"Thu, 18 Oct 2018 07:40:33 +0000",centralesupelec,fr,0,0,text/html,2,7,0,0,272,3170,0
11360,"Sun, 27 Aug 2017 08:02:07 -0600",send,grammarly.com,0,0,multipart/alternative,7,36,0,0,46,21101,1
11361,"Thu, 10 May 2018 00:24:23 +0000",mailer,netflix.com,0,0,multipart/alternative,6,35,1,0,23,36093,1
11362,"Wed, 24 Aug 2016 10:11:18 -0700",mentor,com,0,0,multipart/alternative,3,13,0,0,43,6015,1
11363,"Wed, 03 Jan 2018 09:10:32 +0000 (UTC)",bigbasket,com,0,0,text/html,34,42,0,0,43,28268,1
11364,"Sat, 13 Jan 2018 00:21:19 +0000",amazon,in,0,0,multipart/alternative,9,121,0,0,32,61723,1
11365,"Fri, 21 Jul 2017 15:26:11 +0530",iiitd,ac.in,2,0,multipart/related,0,0,0,0,25,4627,0
11366,"Sun, 24 Sep 2017 10:39:03 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,41,0,1,29,30026,1
11367,"Fri, 21 Oct 2016 10:19:58 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,12,48679,0
11368,"Tue, 14 Jun 2016 14:29:20 +0000",youtube,com,0,0,multipart/alternative,16,68,0,0,90,62129,1
11369,"Sun, 19 Oct 2014 23:45:05 +0000",youtube,com,0,0,multipart/alternative,19,68,0,0,66,48455,1
11370,"Tue, 30 Jan 2018 11:33:27 +0000",twitter,com,0,0,multipart/alternative,10,69,1,1,71,37929,1
11371,"Wed, 9 Jan 2019 07:31:25 +0000",centralesupelec,fr,0,0,text/html,1,1,0,0,50,5769,0
11372,"Mon, 02 Jul 2018 17:16:04 -0700",github,com,1,0,multipart/alternative,3,18,0,0,46,4311,0
11373,"Tue, 4 Jul 2017 22:02:13 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,7,26,0,0,43,20973,1
11374,"Fri, 10 Nov 2017 12:24:45 +0530",iiitd,ac.in,2,0,multipart/mixed,0,0,0,0,97,3532518,0
11375,"Wed, 9 Nov 2016 22:16:27 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,24,265,0
11376,"Tue, 5 Jul 2016 17:11:27 +0530",iiitd,ac.in,1,0,multipart/alternative,3,30,1,1,18,12852,0
11377,"Sun, 30 Apr 2017 11:24:47 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,26,0,0,29,22700,1
11378,"Tue, 25 Oct 2016 03:20:10 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,12,34,0,0,77,25435,1
11379,"Wed, 27 Jun 2018 10:41:20 -0700 (PDT)",quora,com,0,0,multipart/alternative,14,105,0,1,72,103164,1
11380,"Mon, 12 Oct 2015 10:35:25 +0530",iiitd,ac.in,2,0,multipart/alternative,0,0,1,0,39,335218,0
11381,"Mon, 10 Nov 2014 12:19:52 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,6,20,0,1,31,18782,1
11382,"Mon, 29 Dec 2014 16:11:07 +0000",youtube,com,0,0,multipart/alternative,10,43,0,0,104,34706,1
11383,"Thu, 28 Apr 2016 21:51:25 +0800",crazydomains,in,0,0,text/html,6,20,0,0,36,20200,1
11384,"Wed, 27 Apr 2016 02:56:48 +0000",glassdoor,com,0,0,multipart/alternative,19,55,0,1,64,60216,1
11385,"Wed, 10 Dec 2014 06:45:08 +0000",twitter,com,0,0,multipart/alternative,16,107,0,0,139,53901,1
11386,"Tue, 12 Apr 2016 14:18:35 +0530",iiitd,ac.in,6,0,multipart/alternative,0,0,1,0,41,3114,0
11387,"Thu, 31 Aug 2017 17:05:46 +0530",iiitd,ac.in,0,0,multipart/alternative,0,27,1,0,48,30539,0
11388,"Tue, 30 May 2017 10:24:54 -0700",youtube,com,0,0,multipart/alternative,4,30,0,0,124,15700,1
11389,"Thu, 29 Oct 2015 02:06:16 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,28061,1
11390,"Sat, 20 May 2017 15:38:24 +0000",twitter,com,0,0,multipart/alternative,10,52,0,0,53,29997,1
11391,"Tue, 15 Aug 2017 22:01:56 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,7,26,0,0,43,20973,1
11392,"Wed, 12 Dec 2018 05:53:24 +0000",quora,com,0,0,multipart/alternative,2,16,0,0,257,13081,1
11393,"Mon, 8 Aug 2016 16:13:20 +0530",iiitd,ac.in,1,0,multipart/mixed,0,0,0,0,38,56032,0
11394,"Sun, 03 Apr 2016 11:43:29 +0000",twitter,com,0,0,multipart/alternative,7,54,0,0,70,39457,1
11395,"Fri, 25 Nov 2016 17:35:26 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,24,283,0
11396,"Wed, 8 Mar 2017 09:59:05 +0530",iiitd,ac.in,0,0,multipart/alternative,0,14,0,0,44,8997,0
11397,"Thu, 16 Feb 2017 09:01:23 +0530",iiitd,ac.in,2,0,multipart/alternative,0,3,1,0,23,3630,0
11398,"Tue, 3 Nov 2015 16:15:43 +0530",iiitd,ac.in,0,0,text/plain,0,0,1,0,33,377,0
11399,"Tue, 7 Nov 2017 20:56:57 +0000",mail,goodreads.com,0,0,multipart/alternative,36,199,1,0,59,97203,1
11400,"Thu, 27 Oct 2016 09:39:52 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,1,40,11365,0
11401,"Wed, 3 Aug 2016 05:25:10 -0000",shop,sdconnect.in,0,0,multipart/alternative,23,113,0,0,52,22651,1
11402,"Mon, 03 Aug 2015 07:40:37 +0000",youtube,com,0,0,multipart/alternative,18,73,0,0,70,53053,1
11403,"Tue, 19 Jan 2016 09:59:28 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,48,2611,0
11404,"Fri, 08 Jun 2018 08:39:04 -0400",pornhub,com,0,0,multipart/alternative,6,23,0,0,40,25644,1
11405,"Wed, 23 Nov 2016 21:40:56 +0000",youtube,com,0,0,multipart/alternative,14,59,0,0,56,51902,1
11406,"Wed, 5 Apr 2017 11:16:27 +0000",redwolf,in,0,0,multipart/alternative,7,25,0,0,41,5490,1
11407,"Thu, 5 Nov 2015 22:48:16 +0530",iiitd,ac.in,1,0,multipart/alternative,0,8,1,0,50,1685,0
11408,"Tue, 12 Jul 2016 16:34:00 +0200 (CEST)",mailer,bookmyshow.com,0,0,text/html,8,21,0,1,42,18311,1
11409,"Tue, 07 Nov 2017 15:49:01 +0530",iiitd,ac.in,1,0,multipart/mixed,0,0,1,0,72,1459782,0
11410,"Fri, 09 Jan 2015 20:00:27 +0000",youtube,com,0,0,multipart/alternative,20,72,0,0,102,54956,1
11411,"Fri, 05 Aug 2016 06:02:51 +0000",,,0,0,multipart/alternative,2,14,1,0,78,12779,0
11412,"Sat, 02 Jul 2016 15:05:44 -0700 (PDT)",quora,com,0,0,multipart/alternative,14,100,1,1,69,83212,1
11413,"Mon, 01 Jun 2015 10:13:01 +0000",twitter,com,0,0,multipart/alternative,19,171,0,0,49,95896,1
11414,"Tue, 1 Sep 2015 09:51:45 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,0,1,22,775,0
11415,"Sun, 31 Jan 2016 12:02:38 +0530",iiitd,ac.in,1,0,multipart/alternative,0,13,1,0,46,3190,0
11416,"Wed, 16 Mar 2016 17:18:46 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,18,348234,0
11417,"Mon, 02 Feb 2015 05:43:49 +0000",twitter,com,0,0,multipart/alternative,12,101,1,0,172,52295,1
11418,"Thu, 31 Jan 2019 14:35:47 +0000",centralesupelec,fr,0,0,multipart/mixed,0,6,0,0,53,799903,0
11419,"Sat, 29 Oct 2016 20:13:41 +0530",iiitd,ac.in,0,0,multipart/related,0,0,1,0,49,7989722,0
11420,"Wed, 17 Jun 2015 10:43:22 +0000",twitter,com,0,0,multipart/alternative,21,160,0,1,137,93115,1
11421,"Sun, 11 Mar 2018 00:05:19 +0000",imdb,com,0,0,multipart/alternative,21,116,1,0,40,45150,1
11422,"Tue, 24 May 2016 03:38:58 -0600",e,twitter.com,0,0,multipart/alternative,3,20,0,0,63,14838,1
11423,"Tue, 25 Jul 2017 13:26:36 +0000 (UTC)",datacamp,com,0,0,multipart/alternative,8,105,1,1,95,103413,1
11424,"Thu, 28 Jan 2016 11:27:21 +0530",iiitd,ac.in,3,0,multipart/mixed,0,6,0,0,24,97107,0
11425,"Mon, 17 Aug 2015 19:43:39 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,0,0,27,1229,0
11426,"Wed, 19 Sep 2018 13:51:29 +0000",quora,com,0,0,multipart/alternative,4,14,0,0,111,13174,1
11427,"Thu, 11 Aug 2016 23:47:47 +0000",coupondunia,in,0,0,text/html,37,147,1,0,81,75763,1
11428,"Thu, 7 Jan 2016 08:44:26 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,45,8106,0
11429,"Fri, 01 Jul 2016 11:23:57 +0530",pvrcinemas,com,0,0,text/html,50,103,0,0,36,31069,1
11430,"Wed,  8 Jun 2016 04:00:57 +0000 (UTC)",researchgate,net,0,0,multipart/alternative,4,26,0,0,36,15948,1
11431,"Tue, 25 Sep 2018 08:36:37 +0530 (IST)",indiatimes,com,0,0,text/html,15,157,1,1,86,68869,1
11432,"Mon, 09 Feb 2015 07:23:40 +0000 (UTC)",quora,com,0,0,multipart/alternative,0,96,1,0,99,80751,1
11433,"Sat, 4 Oct 2014 07:03:37 -0700",facebookmail,com,0,0,multipart/alternative,0,10,0,0,59,10561,1
11434,"Sat,  9 Apr 2016 03:22:55 +0530 (IST)",,,0,0,text/html,1,6,0,0,44,1513,1
11435,"Wed, 4 Jul 2018 11:17:04 +0000",amazon,in,0,0,multipart/alternative,26,187,0,0,55,83078,1
11436,"Sat, 5 Nov 2016 11:26:55 +0530",iiitd,ac.in,3,0,multipart/mixed,0,0,0,0,33,36591,0
11437,"Thu, 12 Jul 2018 09:47:34 -0500 (CDT)",springboard,com,0,0,multipart/alternative,0,8,0,1,59,7022,1
11438,"Thu, 12 Oct 2017 18:36:45 +0530",statebankrewardz,com,0,0,text/html,7,29,0,0,37,11584,1
11439,"Thu, 1 Jun 2017 12:21:22 +0200 (CEST)",entertainment,bookmyshow.com,0,0,text/html,36,86,0,0,31,55066,1
11440,"Sat, 27 Aug 2016 16:45:18 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,0,0,32,479,0
11441,"Wed, 22 Mar 2017 12:36:18 +0000",udacity,com,0,0,multipart/alternative,6,46,0,0,68,54206,1
11442,"Tue, 27 Jan 2015 20:56:20 -0800",e,linkedin.com,0,0,multipart/mixed,0,0,0,0,71,4,1
11443,"Mon, 30 Nov 2015 12:23:59 +0530",iiitd,ac.in,2,0,multipart/alternative,0,1,0,0,18,21313,0
11444,"Mon, 14 Aug 2017 22:09:58 -0600",newsgram,hp.com,0,0,multipart/alternative,20,124,0,0,83,59402,1
11445,"Mon, 26 Dec 2016 10:41:20 +0530",iiitd,ac.in,0,0,multipart/alternative,0,15,1,1,50,9977,0
11446,"Thu, 10 Sep 2015 12:26:44 +0530",iiitd,ac.in,4,0,multipart/alternative,1,9,1,0,36,6214,0
11447,"Sat, 1 Dec 2018 11:06:41 +0100",centralesupelec,fr,0,0,multipart/alternative,0,6,1,0,31,6950,0
11448,"Fri, 14 Apr 2017 15:10:53 +0000",udacity,com,0,0,multipart/alternative,7,48,0,0,82,61189,1
11449,"Tue, 30 May 2017 08:42:59 +0000",twitter,com,0,0,multipart/alternative,30,216,0,1,74,104736,1
11450,"Tue, 20 Jan 2015 08:12:53 +0000 (UTC)",quora,com,0,0,multipart/alternative,0,90,1,1,69,81781,1
11451,"Tue, 24 Jan 2017 01:12:42 +0530",iiitd,ac.in,0,0,multipart/alternative,0,9,1,0,10,1864,0
11452,"Wed, 12 Aug 2015 17:20:37 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,39,3842,0
11453,"Fri, 15 Jul 2016 16:45:51 +0530",iiitd,ac.in,2,0,multipart/alternative,0,1,1,0,29,6972,0
11454,"Wed, 27 Aug 2014 05:27:11 +0000",youtube,com,0,0,multipart/alternative,23,84,0,0,67,60017,1
11455,"Tue, 12 Dec 2017 20:23:38 +0530",phonepe,com,0,0,multipart/alternative,9,39,0,0,45,12317,1
11456,"Sun, 28 May 2017 04:24:14 -0700",youtube,com,0,0,multipart/alternative,28,111,1,0,66,82002,1
11457,"Thu, 5 Apr 2018 09:02:16 +0000",amazon,in,0,0,multipart/alternative,11,94,0,0,60,40433,1
11458,"Wed, 4 Jan 2017 23:13:54 +0530",iiitd,ac.in,2,0,multipart/alternative,0,5,0,0,29,6903,0
11459,"Wed, 10 Feb 2016 10:16:17 -0000",crm,sdconnect.in,0,0,multipart/alternative,31,132,1,0,91,22814,1
11460,"Tue, 2 Feb 2016 19:06:05 +0530",iiitd,ac.in,0,0,multipart/alternative,0,4,1,0,92,5975,0
11461,"Tue, 27 Mar 2018 13:00:28 +0200",reply,ebay.in,0,0,multipart/alternative,33,125,0,0,54,84490,1
11462,"Wed, 23 Sep 2015 10:08:25 +0530",iiitd,ac.in,2,0,multipart/mixed,0,8,0,0,34,1981936,0
11463,"Sat, 11 Mar 2017 10:15:03 +0000",flipkartletters,com,0,0,text/html,29,111,0,0,74,56048,1
11464,"Fri, 13 Jul 2018 16:06:25 +0200 (CEST)",entertainment,bookmyshow.com,0,0,text/html,18,43,0,0,37,21837,1
11465,"Thu, 16 Nov 2017 10:12:55 +0530",iiitd,ac.in,0,0,multipart/mixed,0,1,0,0,18,684914,0
11466,"Thu, 13 Apr 2017 12:49:17 -0700",mentor,com,0,0,multipart/alternative,0,11,0,0,54,3525,1
11467,"Sun, 24 Apr 2016 21:52:18 +0000",youtube,com,0,0,multipart/alternative,12,50,0,0,91,42468,1
11468,"Tue, 30 Jan 2018 14:55:33 +0000",redwolf,in,0,0,multipart/alternative,10,31,1,0,47,6817,1
11469,"Thu, 31 Aug 2017 15:43:50 +0000 (UTC)",udacity,com,0,0,multipart/alternative,6,44,1,0,116,59381,1
11470,"Fri, 05 Aug 2016 22:04:04 -0600",newsgram,hp.com,0,0,multipart/alternative,36,124,1,0,82,61167,1
11471,"Fri, 28 Feb 2014 15:55:35 +0000",,,0,0,multipart/alternative,0,11,1,0,72,4225,0
11472,"Thu, 27 Oct 2016 15:57:29 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,1,1,33,1978,0
11473,"Mon, 21 Aug 2017 18:58:59 +0530",iiitd,ac.in,3,0,multipart/alternative,0,6,1,0,72,7131,0
11474,"Mon, 12 Sep 2016 09:43:34 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,31,2390,0
11475,"Thu, 31 Aug 2017 10:48:23 +0200",reply,ebay.in,0,0,multipart/alternative,37,115,0,0,61,79384,1
11476,"Thu, 6 Apr 2017 12:38:46 +0530",iiitd,ac.in,1,0,multipart/alternative,0,1,0,0,46,8719,0
11477,"Mon, 31 Oct 2016 07:10:50 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,6,37,0,0,56,30370,1
11478,"Fri, 6 Apr 2018 13:00:19 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,1,1,18,1523,0
11479,"Fri, 7 Aug 2015 20:07:59 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,23,2574,0
11480,"Wed, 24 Feb 2016 18:42:58 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,28,0,0,45,21202,1
11481,"Sat, 20 Jan 2018 08:50:58 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,5,27,0,0,34,26051,1
11482,"Mon, 15 Jun 2015 15:06:07 +0000 (UTC)",quora,com,0,0,multipart/alternative,2,12,1,0,40,4642,1
11483,"Thu, 28 Jul 2016 15:09:13 +0200 (CEST)",updates,bookmyshow.com,0,0,text/html,53,107,0,0,43,69915,1
11484,"Wed, 12 Apr 2017 09:04:21 +0000",hackerearth,com,0,0,multipart/alternative,8,29,1,0,34,25598,1
11485,"Tue, 17 Oct 2017 11:23:23 -0500 (CDT)",amazon,com,0,0,multipart/alternative,7,48,1,0,36,28089,1
11486,"Tue, 18 Aug 2015 04:38:15 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,25,0,0,45,21816,1
11487,"Thu, 01 Dec 2016 08:18:07 +0000",youtube,com,0,0,multipart/alternative,12,51,0,0,106,44676,1
11488,"Wed, 7 Jan 2015 00:43:03 -0800",e,linkedin.com,0,0,multipart/mixed,0,0,0,0,56,4,1
11489,"Tue, 14 Aug 2018 10:52:54 +0530",rs-components,co.in,0,0,multipart/alternative,21,90,0,0,54,28258,1
11490,"Wed, 7 Nov 2018 03:30:52 +0000 (GMT)",new,itunes.com,0,0,multipart/alternative,50,103,0,0,21,62744,1
11491,"Wed, 21 Feb 2018 01:23:11 +0000 (UTC)",flipkartletters,com,0,0,text/html,25,63,0,0,47,45210,1
11492,"Thu, 10 Jan 2019 11:36:35 -0600",em,grammarly.com,0,0,multipart/alternative,12,41,1,0,52,32866,1
11493,"Tue, 6 Sep 2016 19:27:01 +0530",iiitd,ac.in,9,0,multipart/related,0,4,1,0,54,459650,0
11494,"Tue, 29 Aug 2017 10:51:50 +0530",iiitd,ac.in,2,0,multipart/alternative,0,2,1,0,23,823,0
11495,"Sat, 15 Nov 2014 05:59:37 +0000",twitter,com,0,0,multipart/alternative,3,22,0,0,46,14645,1
11496,"Thu, 5 May 2016 17:40:21 +0530",iiitd,ac.in,155,0,multipart/alternative,2,13,1,0,29,25528,0
11497,"Fri, 5 Feb 2016 11:38:19 +0530",iiitd,ac.in,2,0,multipart/mixed,0,0,1,0,41,2861606,0
11498,"Wed, 13 Sep 2017 03:04:50 +0000 (UTC)",udacity,com,0,0,multipart/alternative,18,56,1,1,40,91850,1
11499,"Fri, 18 Sep 2015 13:25:15 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,11,455,0
11500,"Sat, 28 Jul 2018 00:42:49 +0000 (UTC)",flipkartletters,com,0,0,text/html,28,69,0,0,39,49918,1
11501,"Tue, 26 Dec 2017 15:22:13 +0000",symless,com,0,0,multipart/alternative,16,39,1,0,75,52625,1
11502,"Wed, 16 Aug 2017 12:00:49 +0200",reply,ebay.in,0,0,multipart/alternative,39,124,0,0,90,85498,1
11503,"Tue, 6 Sep 2016 14:31:45 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,14,4,1
11504,"Sat, 04 Aug 2018 00:42:58 +0000 (UTC)",flipkartletters,com,0,0,text/html,24,61,0,0,35,43428,1
11505,"Thu, 13 Apr 2017 07:47:50 -0600",news,foodpanda.in,0,0,multipart/alternative,17,56,0,0,131,59630,1
11506,"Sun, 02 Oct 2016 18:49:31 +0000",iiitd,ac.in,0,0,multipart/alternative,0,35,1,0,32,17391,0
11507,"Fri, 4 Mar 2016 13:51:35 +0530",iiitd,ac.in,5,0,multipart/alternative,0,18,0,0,94,8998,0
11508,"Mon, 13 Nov 2017 16:07:40 +0530",iiitd,ac.in,3,0,multipart/alternative,0,3,1,0,3,1652,0
11509,"Mon, 5 Dec 2016 21:54:48 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,48,21228,0
